basePrice,batterySize,capacities,frontCamera,memory,opSys,pricing,rearCamera,released,screen,screenRes,screenType,sensors,title
,Non-removable Li-Po 4000 mAh battery,,"16 MP, f/2.2","64GB 4GB RAM, 128GB 4GB RAM","Android 9.0 (Pie), EMUI 9.1",,"16 MP, f/1.8, PDAF,
8 MP, (ultrawide),
2 MP, f/2.4, 27mm (wide) dedicated macro camera,
2 MP, f/2.4, depth sensor","2019, June","6.4 inches, 101.4 cm, (~84.0% screen-to-body ratio)",1080 x 2310 pixels (~398 ppi density),"LTPS IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei P20 lite (2019)
"$ 219.00 / £ 177.73 / ₹ 15,750",Non-removable Li-Po 4000 mAh battery,"128GB 4GB RAM,64GB 4GB RAM","Motorized pop-up 16 MP, f/2.0","64GB 4GB RAM, 128GB 4GB RAM",Android 9.0 (Pie); EMUI 9.1,"$ 222.99,$ 232.90,$ 219.00,£ 177.73,₹ 15,750,₹ 18,990","16 MP, f/1.8, (wide), PDAF,
8 MP (ultrawide),
2 MP, f/2.4, depth sensor","2019, May","6.59 inches, 106.6 cm, (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","LTPS IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei Y9 Prime (2019)
$ 224.99,Non-removable Li-Po 4000 mAh battery,"128GB 6GB RAM,128GB 8GB RAM","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm","128GB 6GB RAM, 128GB 8GB RAM","Android 9.0 (Pie), EMUI 9.1","$ 224.99,$ 329.99,$ 339.99","24 MP, f/1.8, 27mm (wide), PDAF,
8 MP, (ultrawide),
2 MP, f/2.4, 27mm (wide) dedicated macro camera,
2 MP, f/2.4, depth sensor","2019, June","6.4 inches, 101.4 cm, (~84.0% screen-to-body ratio)",1080 x 2310 pixels (~398 ppi density),"IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Huawei nova 5i
$ 299.88,Non-removable Li-Po 3500 mAh battery,128GB 8GB RAM,"32 MP, f/2.0, 26mm (wide), 0.8µm",128GB 8GB RAM,"Android 9.0 (Pie), EMUI 9.1","$ 345.99,$ 299.88","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF,
16 MP, f/2.2, (wide),
2 MP, f/2.4, 27mm (wide) dedicated macro camera,
2 MP, f/2.4, depth sensor","2019, June","6.39 inches, 100.2 cm, (~85.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","OLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Huawei nova 5
$ 321.99,Non-removable Li-Po 3500 mAh battery,"128GB 8GB RAM,256GB 8GB RAM","32 MP, f/2.0, 26mm (wide), 0.8µm","128GB 8GB RAM, 256GB 8GB RAM","Android 9.0 (Pie), EMUI 9.1","$ 321.99,$ 349.88,$ 538.07,$ 529.99,$ 529.99","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF,
16 MP, f/2.2, (wide),
2 MP, f/2.4, 27mm (wide) dedicated macro camera,
2 MP, f/2.4, depth sensor","2019, June","6.39 inches, 100.2 cm, (~85.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","OLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Huawei nova 5 Pro
,Non-removable Li-Po 6100 mAh battery,,8 MP,"64GB 4GB RAM, 128GB 4GB RAM",Android 9.0 (Pie); EMUI 9.1,,"13 MP, PDAF","2019, June","8.4 inches, 204.6 cm, (~79.2% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~359 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei MediaPad M6 8.4
,Non-removable Li-Ion 3020 mAh battery,,"5 MP, f/2.2",16GB 1GB RAM,Android 8.1 Oreo (Go edition); EMUI 8,,"8 MP, f/2.0, PDAF","2018, December","5.45 inches, 76.7 cm, (~73.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","LCD capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei Y5 lite (2018)
$ 127.91,Non-removable Li-Ion 4000 mAh battery,"32GB 3GB RAM,64GB 4GB RAM,128GB 4GB RAM",16 MP,"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",Android 8.1 (Oreo); EMUI 8.2,"$ 149.99,$ 127.91,$ 219.99,$ 259.99","13 MP, f/1.8, PDAF,
2 MP, depth sensor","2019, January","6.26 inches, 97.8 cm, (~80.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Huawei Y7 Pro (2019)
£ 138.00,Non-removable Li-Ion 4000 mAh battery,32GB 3GB RAM,16 MP,32GB 3GB RAM,Android 8.1 (Oreo); EMUI 8.2,£ 138.00,"13 MP, f/1.8, PDAF,
2 MP, depth sensor","2019, January","6.26 inches, 97.8 cm, (~80.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Huawei Y7 Prime (2019)
$ 125.88 / £ 134.99 / € 144.83,Non-removable Li-Ion 4000 mAh battery,32GB 3GB RAM,8 MP,32GB 3GB RAM,Android 8.1 (Oreo); EMUI 8.2,"$ 159.99,$ 167.99,$ 125.88,£ 134.99,£ 138.00,€ 144.83","13 MP, f/1.8, PDAF,
2 MP, depth sensor","2019, March","6.26 inches, 97.8 cm, (~80.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~269 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Huawei Y7 (2019)
$ 115.99 / £ 97.00 / € 119.84,Non-removable Li-Ion 3020 mAh battery,32GB 2GB RAM,"8 MP, f/2.0",32GB 2GB RAM,Android 9.0 (Pie); EMUI 9.1,"$ 128.97,$ 129.99,$ 115.99,£ 97.00,£ 109.99,€ 119.84","13 MP, f/1.8, PDAF","2019, March","6.09 inches, 91.0 cm, (~79.2% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity",Huawei Y6 (2019)
$ 141.50,Non-removable Li-Ion 3020 mAh battery,32GB 3GB RAM,"8 MP, f/2.0",32GB 3GB RAM,Android 9.0 (Pie); EMUI 9,$ 141.50,"13 MP, f/1.8, PDAF","2019, February","6.09 inches, 91.0 cm, (~79.2% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei Y6 Pro (2019)
,Non-removable Li-Po 5100 mAh battery,,"8 MP, f/2.0","32GB 3GB RAM, 64GB 4GB RAM","Android 9.0 (Pie), EMUI 9.0",,"13 MP, f/2.2, AF","2019, March","8.0 inches, 185.6 cm, (~74.4% screen-to-body ratio)","1920 x 1200 pixels, 16:10 ratio (~283 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity",Huawei MediaPad M5 Lite 8
,Non-removable Li-Po 5000 mAh battery,,"8 MP, f/2.0",128GB 4GB RAM,Android 8.1 (Oreo); EMUI 8.2,,"16 MP, f/2.0, PDAF,
2 MP, f/2.4, depth sensor","2018, November","7.12 inches, 127.8 cm, (~83.5% screen-to-body ratio)","1080 x 2244 pixels, 18.7:9 ratio (~350 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei Y Max
,Non-removable Li-Po 6100 mAh battery,,"8 MP, f/2.0",128GB 6GB RAM,Android 9.0 (Pie); EMUI 9.1,,"13 MP, f/1.8, PDAF","2019, September","8.4 inches, 204.6 cm, (~79.2% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~359 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, gyro, proximity, compass",Huawei MediaPad M6 Turbo 8.4
,Non-removable Li-Po 7500 mAh battery,,8 MP,"64GB 4GB RAM, 128GB 4GB RAM",Android 9.0 (Pie); EMUI 9.1,,"13 MP, PDAF","2019, June","10.8 inches, 338.2 cm, (~77.4% screen-to-body ratio)","2560 x 1600 pixels, 16:10 ratio (~280 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Huawei MediaPad M6 10.8
£ 310.06 / € 409.33,Non-removable Li-Po 3750 mAh battery,"128GB 6GB RAM,128GB 8GB RAM","32 MP, f/2.0, 26mm (wide), 0.8µm","128GB 6GB RAM, 128GB 8GB RAM","Android 9.0 (Pie), upgradable to Android 10; EMUI 10","£ 357.28,£ 464.35,€ 409.33,£ 310.06","48 MP, f/1.8, 28mm (wide), 1/2"", 0.8µm, PDAF,
16 MP, f/2.2, 13mm (ultrawide), 1/3.1"",
2 MP, f/2.4, 27mm (wide), dedicated macro camera,
2 MP, f/2.4, depth sensor","2019, August","6.26 inches, 96.2 cm, (~84.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Huawei nova 5T
$ 215.88,Non-removable Li-Po 4000 mAh battery,128GB 4GB RAM,"Motorized pop-up 16 MP, f/2.2","128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM","Android 9.0 (Pie), EMUI 9.1",$ 215.88,"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.4, 13mm (ultrawide),
2 MP, f/2.4, depth sensor","2019, September","6.59 inches, 106.6 cm, (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei Enjoy 10 Plus
$ 289.88,Non-removable Li-Po 4000 mAh battery,128GB 8GB RAM,"32 MP, f/2.0, 26mm (wide), 0.8µm","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","Android 9.0 (Pie), EMUI 9.1","$ 321.99,$ 289.88","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF,
8 MP, (ultrawide),
2 MP, f/2.4, 27mm (wide) dedicated macro camera,
2 MP, f/2.4, depth sensor","2019, July","6.26 inches, 96.2 cm, (~83.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","LTPS IPS LCD capacitive touchscreen, 16M colors ","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei nova 5i Pro
"$ 299.99 / € 229.00 / ₹ 19,999",Non-removable Li-Ion 455 mAh battery,4GB,,4GB,Huawei wearable platform,"$ 299.99,€ 229.00,₹ 19,999",No,"2019, September","1.39 inches, 12.5 cm, (~59.4% screen-to-body ratio)","454 x 454 pixels, 1:1 ratio (~326 ppi density)","OLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate, barometer, compass",Huawei Watch GT 2
$ 749.99,Non-removable Li-Po 4200 mAh battery,"128GB 8GB RAM,256GB 8GB RAM","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm,
3D TOF camera","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Android 10; EMUI 10,"$ 749.99,$ 899.99,$ 999.99","40 MP, f/1.8, 27mm (wide), 1/1.54"", PDAF, Laser AF,
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, Laser AF, OIS, 3x optical zoom,
16 MP, f/2.2, 17mm (ultrawide)","2019, September","6.62 inches, 107.6 cm, (~87.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~389 ppi density)","OLED capacitive touchscreen, 16M colors","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Huawei Mate 30 5G
$ 839.99,Non-removable Li-Po 4500 mAh battery,"128GB 8GB RAM,256GB 8GB RAM","32 MP, f/2.0, 26mm (wide), 0.8µm,
3D TOF camera","128GB 8GB RAM, 256GB 8GB RAM",Android 10; EMUI 10,"$ 950.00,$ 839.99,$ 1,099.99,$ 1,000.00,$ 1,199.99","40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS,
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, OIS, 3x optical zoom,
40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF,
3D TOF camera","2019, September","6.53 inches, 108.7 cm, (~94.1% screen-to-body ratio)","1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)","OLED capacitive touchscreen, 16M colors","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Huawei Mate 30 Pro
"$ 1,199.99",Non-removable Li-Po 4500 mAh battery,256GB 8GB RAM,"32 MP, f/2.0, 26mm (wide), 0.8µm,
3D TOF camera","128GB 8GB RAM, 256GB 8GB RAM",Android 10; EMUI 10,"$ 1,199.99","40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS,
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, OIS, 3x optical zoom,
40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF,
3D TOF camera","2019, September","6.53 inches, 108.7 cm, (~94.1% screen-to-body ratio)","1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)","OLED capacitive touchscreen, 16M colors","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Huawei Mate 30 Pro 5G
"$ 2,999.99",Non-removable Li-Po 4500 mAh battery,512GB 12GB RAM,"32 MP, f/2.0, 26mm (wide), 0.8µm,
3D TOF camera",512GB 12GB RAM,Android 10; EMUI 10,"$ 2,999.99","40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS,
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, OIS, 3x optical zoom,
40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF,
3D TOF camera","2019, September","6.53 inches, 108.7 cm, (~94.1% screen-to-body ratio)","1176 x 2400 pixels, 18.5:9 ratio (~409 ppi density)","OLED capacitive touchscreen, 16M colors","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Huawei Mate 30 RS Porsche Design
,Non-removable Li-Po 4000 mAh battery,,"8 MP, f/2.0","64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM","Android 9.0 (Pie), EMUI 9.1",,"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
2 MP, f/2.4, depth sensor","2019, October","6.39 inches, 100.2 cm, (~82.4% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~269 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Huawei Enjoy 10
,Non-removable Li-Po 4000 mAh battery,,"16 MP, f/2.0",64GB 6GB RAM,Android 9.0 (Pie); EMUI 9.1,,"48 MP, f/1.8, 28mm (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.4, 13mm (ultrawide),
2 MP, f/2.4, depth sensor","2019, October","6.3 inches, 95.8 cm, (~83.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~418 ppi density)","AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, proximity, compass",Huawei Enjoy 10s
$ 249.99,Non-removable Li-Po 4000 mAh battery,64GB 6GB RAM,"32 MP, f/2.0, 26mm (wide), 0.8µm","64GB 6GB RAM, 128GB 6GB RAM","Android 9.0 (Pie), EMUI 9.1",$ 249.99,"48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.4, (ultrawide),
2 MP, f/2.4, 27mm (wide) dedicated macro camera,
2 MP, f/2.4, depth sensor","2019, October","6.26 inches, 96.2 cm, (~83.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~412 ppi density)","LTPS IPS LCD capacitive touchscreen, 16M colors ","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei nova 5z
,Non-removable Li-Po 4000 mAh battery,,"Motorized pop-up 16 MP, f/2.2",128GB 6GB RAM,Android 9.0 (Pie); EMUI 9.1,,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.4, 13mm (ultrawide),
2 MP, f/2.4, (depth sensor)","2019, November","6.59 inches, 106.6 cm, (~84.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density)","LTPS IPS LCD capacitive touchscreen, 16M colors","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Huawei Y9s
,Non-removable Li-Po 4500 mAh battery,,No - uses main camera,512GB 8GB RAM,Android 9.0 (Pie); EMUI 9.1,,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF,
8 MP, f/2.4, 52mm (telephoto),
16 MP, f/2.2, 17mm (ultrawide),
TOF 3D camera","2019, February","8.0 inches, 205.0 cm, (~86.9% screen-to-body ratio)",2200 x 2480 pixels (~414 ppi density),"Foldable OLED capacitive touchscreen, 16M colors","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",Huawei Mate X
$ 581.49,Non-removable Li-Po 4200 mAh battery,"128GB 6GB RAM,128GB 8GB RAM","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm,
3D TOF camera","128GB 6GB RAM, 128GB 8GB RAM",Android 10; EMUI 10,"$ 581.49,$ 699.99,$ 749.14,$ 799.99","40 MP, f/1.8, 27mm (wide), 1/1.54"", PDAF, Laser AF,
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, Laser AF, OIS, 3x optical zoom,
16 MP, f/2.2, 17mm (ultrawide)","2019, September","6.62 inches, 107.6 cm, (~87.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~389 ppi density)","OLED capacitive touchscreen, 16M colors","Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Huawei Mate 30
$ 295.99 / £ 251.20,Non-removable Li-Po 3750 mAh battery,128GB 8GB RAM,"25 MP, f/2.0","128GB 6GB RAM, 128GB 8GB RAM",Android 9.0 (Pie); EMUI 9,"$ 295.99,£ 251.20","48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF or 20 MP, f/1.8, (wide), PDAF,
16 MP, f/2.2, 13mm (ultrawide),
2 MP, f/2.4, depth sensor","2018, December","6.4 inches, 101.4 cm, (~86.0% screen-to-body ratio)",1080 x 2310 pixels (~398 ppi density),"LTPS IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei nova 4
,Non-removable Li-Ion 3000 mAh battery,,"8 MP, f/2.0",32GB 3GB RAM,Android 8.0 (Oreo); EMUI 8,,"13 MP, f/2.2, PDAF,
2 MP, depth sensor","2018, March","5.99 inches, 92.6 cm, (~76.3% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~269 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Accelerometer, proximity, compass",Huawei Y7 Pro (2018)
"$ 195.89 / £ 169.89 / € 209.95 / ₹ 19,999",Non-removable Li-Po 3000 mAh battery,"32GB 4GB RAM,64GB 4GB RAM","16 MP, f/2.0, 28mm (wide), 1.12µm,
24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm (AL00 for India; TL00 for China)","32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie); EMUI 9.0","$ 195.89,$ 202.00,$ 224.99,$ 409.00,$ 273.68,£ 169.89,£ 173.00","16 MP, f/2.2, 1.0µm, PDAF,
2 MP, depth sensor","2018, March","5.84 inches, 85.1 cm, (~80.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~432 ppi density)","LTPS IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro (except LX2, AL00), proximity, compass",Huawei P20 lite
