basePrice,batterySize,capacities,frontCamera,memory,opSys,pricing,rearCamera,released,screen,screenRes,screenType,sensors,title
,Non-removable Li-Ion 570 mAh / 590 mAh battery,,,8GB 1GB RAM,Proprietary wearable platform,,No,"2019, November","1.78 inches, 10.0 cm, (~60.8% screen-to-body ratio)",368 x 448 pixels (~326 ppi density),"Super AMOLED capacitive touchscreen, 16M colors","Accelerometer, gyro, heart rate, barometer",Xiaomi Mi Watch
"$ 196.99 / £ 203.21 / € 241.00 / ₹ 15,990",Non-removable Li-Po 3340 mAh battery,128GB 4GB RAM,"24 MP, f/2.0,
or,
32 MP, f/2.0, 0.8µm","128GB 4GB RAM, 128GB 8GB RAM","Android 9.0 (Pie), EMUI 9.1","$ 235.99,$ 278.75,$ 196.99,£ 203.21,£ 224.99,€ 241.00,₹ 15,990,₹ 17,999","48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
8 MP, 13mm (ultrawide),
2 MP, f/2.4, depth sensor,
or,
24 MP, f/1.8, (wide), PDAF,
8 MP, 13mm (ultrawide),
2 MP, f/2.4, depth sensor","2019, March","6.15 inches, 93.6 cm, (~84.2% screen-to-body ratio)",1080 x 2312 pixels (~415 ppi density),"LTPS IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Huawei P30 lite
"$ 204.00 / £ 169.00 / ₹ 8,999",Non-removable Li-Po 5000 mAh battery,"32GB 3GB RAM,64GB 4GB RAM,128GB 4GB RAM","13 MP, f/2.0, 26mm (wide), 1/3"", 1.12µm","32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","Android 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 6","$ 204.00,£ 169.00,₹ 8,999,$ 234.00,£ 184.00,₹ 9,999,$ 239.00,£ 187.90,₹ 10,999","12 MP, f/1.8, (wide), 1/2.9"", 1.25µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera),
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","2019, August","6.5 inches, 102.8 cm, (~82.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~269 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Realme 5
"$ 338.99 / £ 239.00 / ₹ 14,391",Non-removable Li-Po 5000 mAh battery,"128GB 4GB RAM,128GB 8GB RAM","16 MP, f/2.0, 1/3.1"", 1.0µm","128GB 4GB RAM, 128GB 8GB RAM",Android 9.0 (Pie); ColorOS 6.1,"$ 339.00,£ 239.00,₹ 14,391,₹ 15,990,$ 338.99,£ 299.89,₹ 16,328,₹ 19,990","48 MP, f/1.8, (wide), 1/2.3"", 0.8µm, PDAF,
8 MP, f/2.3, 13mm (ultrawide), 1/4"", 1.12µm, AF,
2 MP, f/2.4, 1/5"", 1.75µm,
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","2019, September","6.5 inches, 102.0 cm, (~82.5% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Oppo A9 (2020)
$ 409.99,Non-removable Li-Po 4100 mAh battery,128GB 8GB RAM,"32 MP, f/2.4, 0.8µm",128GB 8GB RAM,Android 9.0 (Pie); Funtouch 9.2,$ 409.99,"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera),
5 MP, f/2.4, depth sensor","2019, November","6.44 inches, 100.1 cm, (~85.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",vivo S5
"$ 324.00 / £ 244.00 / ₹ 15,999",Non-removable Li-Po 4000 mAh battery,"64GB 4GB RAM,64GB 6GB RAM,128GB 8GB RAM","16 MP, f/2.0, 1/3.1"", 1.0µm","64GB 4GB RAM, 64GB 6GB RAM, 128GB 8GB RAM","Android 9.0 (Pie), planned upgrade to Android 10.0; ColorOS 6","$ 324.00,₹ 15,999,₹ 16,997,$ 344.00,£ 244.00,₹ 16,999,$ 379.00,£ 284.00","64 MP, f/1.8, (wide), 1/1.7"", 0.8µm, PDAF,
8 MP, f/2.3, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera),
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","2019, September","6.4 inches, 100.5 cm, (~84.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Realme XT
"$ 684.65 / £ 529.99 / € 624.00 / ₹ 65,990",Non-removable Li-Po 4200 mAh battery,"128GB 8GB RAM,256GB 8GB RAM,512GB 8GB RAM","32 MP, f/2.0, (wide), 0.8µm","128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","Android 9.0 (Pie), upgradable to Android 10; EMUI 10","$ 707.96,£ 529.99,£ 559.00,$ 720.93,$ 728.90,$ 684.65,$ 947.99,$ 1,001.57,£ 668.53","40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS,
Periscope 8 MP, f/3.4, 125mm (telephoto), 1/4"", PDAF, OIS, 5x optical zoom,
20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", PDAF,
TOF 3D camera","2019, March","6.47 inches, 102.8 cm, (~88.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)","OLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, color spectrum",Huawei P30 Pro
"$ 279.99 / ₹ 11,432",Non-removable Li-Po 5000 mAh battery,"64GB 4GB RAM,64GB 3GB RAM","8 MP, f/2.0","64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",Android 9.0 (Pie); ColorOS 6.1,"$ 279.99,₹ 11,432,₹ 13,990,₹ 11,900,₹ 11,990","12 MP, f/1.8, (wide), 1/2.8"", 1.25µm, PDAF,
8 MP, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, 1/5"", 1.75µm,
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","2019, September","6.5 inches, 102.0 cm, (~82.7% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Oppo A5 (2020)
"$ 111.99 / £ 100.99 / € 139.00 / ₹ 7,999",Non-removable Li-Po 5000 mAh battery,"32GB 3GB RAM,64GB 4GB RAM","8 MP, f/2.0, 1.12µm","32GB 3GB RAM, 64GB 4GB RAM",Android 9.0 (Pie); MIUI 11,"$ 124.99,$ 111.99,$ 121.99,£ 100.99,£ 121.66,$ 137.99,$ 119.69,$ 139.99,£ 115.99","12 MP, f/1.8, 1/2.55"", 1.4µm, Dual Pixel PDAF,
2 MP, depth sensor","2019, October","6.22 inches, 96.6 cm, (~81.8% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, proximity, compass",Xiaomi Redmi 8
"$ 134.00 / £ 137.98 / € 155.00 / ₹ 10,999",Non-removable Li-Po 4000 mAh battery,"32GB 3GB RAM,64GB 4GB RAM,128GB 4GB RAM","13 MP, f/2.0, 1.12µm","32GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM",Android 9.0 (Pie); MIUI 11,"$ 134.00,$ 159.99,$ 149.99,$ 164.89,$ 172.99,$ 189.99,$ 181.22,$ 189.95,$ 170.54","48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
5 MP, f/2.2, depth sensor,
or,
12 MP, f/2.2, (wide), 1/2.9"", 1.25µm, PDAF,
2 MP, f/2.4, depth sensor","2019, January","6.3 inches, 97.4 cm, (~81.4% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Xiaomi Redmi Note 7
"$ 149.99 / £ 136.91 / € 166.18 / ₹ 11,700",Non-removable Li-Po 4030 mAh battery,"64GB 4GB RAM,128GB 4GB RAM,128GB 6GB RAM","32 MP, f/2.0, 0.8µm","64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Android 9.0 (Pie); Android One,"$ 151.97,$ 161.94,$ 149.99,$ 172.80,$ 189.99,$ 165.99,$ 329.00,₹ 15,650,₹ 15,999","48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, depth sensor","2019, July","6.01 inches, 88.7 cm, (~80.3% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~286 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Xiaomi Mi A3
"$ 230.50 / £ 194.89 / € 227.00 / ₹ 12,980",Non-removable Li-Po 4000 mAh battery,"64GB 4GB RAM,128GB 4GB RAM,32GB 3GB RAM","16 MP, f/2.0","32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM",Android 9.0 (Pie),"$ 230.50,$ 231.94,$ 239.99,$ 243.99,£ 194.89","25 MP, f/1.7, PDAF,
8 MP, f/2.2, 13mm (ultrawide),
5 MP, f/2.2, depth sensor,
","2019, August","6.4 inches, 100.5 cm, (~84.9% screen-to-body ratio)","720 x 1560 pixels, 19.5:9 ratio (~268 ppi density)","Super AMOLED capacitive touchscreen, 16M colors","Fingerprint (under display, optical), accelerometer, proximity, compass",Samsung Galaxy A30s
"$ 262.01 / £ 264.00 / € 342.72 / ₹ 32,999",Non-removable Li-Ion 2900 mAh battery (11.1 Wh),"32GB,128GB,256GB","7 MP, f/2.2, 32mm (standard)","32GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM","iOS 10.0.1, upgradable to iOS 13.2","$ 262.01,$ 367.99,$ 333.84,$ 297.99,$ 406.99,£ 293.95,$ 319.91,$ 849.99,£ 328.00","12 MP, f/1.8, 28mm (wide), 1/3"", PDAF, OIS,
12 MP, f/2.8, 56mm (telephoto), 1/3.6"", AF, 2x optical zoom","2016, September","5.5 inches, 83.4 cm, (~67.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Retina IPS LCD capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer",Apple iPhone 7 Plus
"$ 699.00 / £ 663.00 / € 769.00 / ₹ 64,900",Non-removable Li-Ion 3110 mAh battery (11.91 Wh),"64GB,128GB,256GB","12 MP, f/2.2, 23mm (wide),
SL 3D camera","64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM","iOS 13, upgradable to iOS 13.2","$ 699.00,$ 854.05,£ 663.00,$ 869.00,£ 779.00,£ 779.00,£ 879.00,£ 939.00,€ 919.00","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS,
12 MP, f/2.4, 13mm (ultrawide)","2019, September","6.1 inches, 90.3 cm, (~79.0% screen-to-body ratio)","828 x 1792 pixels, 19.5:9 ratio (~326 ppi density)","Liquid Retina IPS LCD capacitive touchscreen, 16M colors","Face ID, accelerometer, gyro, proximity, compass, barometer",Apple iPhone 11
,Non-removable Li-Po 4000 mAh battery,,"24 MP, f/2.0,
3D TOF camera","128GB 8GB RAM, 256GB 8GB RAM",Android 10.0,,"60 MP, f/1.7, (wide), PDAF, OIS,
16 MP, f/2.2, 14mm (ultrawide),
2 MP, f/2.2, 1/5"", 1.75µm (dedicated macro camera),
2 MP, f/2.2, 1/5"", 1.75µm, depth sensor","Exp. announcement 2019, November","6.4 inches, 101.4 cm",1080 x 2310 pixels (~398 ppi density),"IPS LCD capacitive touchscreen, 16M colors","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Honor V30
"$ 3,599.99",Non-removable Li-Po 4500 mAh battery,512GB 8GB RAM,No - uses main camera,512GB 8GB RAM,Android 9.0 (Pie); EMUI 9.1,"$ 3,599.99","40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF,
8 MP, f/2.4, 52mm (telephoto),
16 MP, f/2.2, 17mm (ultrawide),
TOF 3D camera","2019, February","8.0 inches, 205.0 cm, (~86.9% screen-to-body ratio)",2200 x 2480 pixels (~414 ppi density),"Foldable OLED capacitive touchscreen, 16M colors","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",Huawei Mate X
,Non-removable Li-Po 2510 mAh battery,,"5 MP, f/2.0, 1.12um",128GB 6GB RAM,Android 9.0 (Pie),,"16 MP, f/1.7, 1.22um, Dual Pixel PDAF,
TOF 3D camera","2019, November","6.2 inches, 86.9 cm, (~70.2% screen-to-body ratio)",876 x 2142 pixels (~373 ppi density),"Foldable P-OLED capacitive touchscreen, 16M colors","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Motorola Razr 2019
"$ 140.99 / £ 105.99 / € 162.99 / ₹ 9,999",Non-removable Li-Po 4000 mAh battery,"32GB 3GB RAM,64GB 4GB RAM,128GB 4GB RAM","13 MP, f/2.0, 1.12µm","32GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM",Android 9.0 (Pie); MIUI 10,"$ 150.00,$ 162.99,$ 186.99,$ 167.24,$ 174.94,$ 199.99,$ 229.99,$ 169.99,$ 229.99","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera),
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","2019, August","6.3 inches, 97.4 cm, (~81.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Xiaomi Redmi Note 8
"$ 189.79 / £ 178.00 / € 236.99 / ₹ 14,999",Non-removable Li-Po 4500 mAh battery,"64GB 6GB RAM,128GB 6GB RAM,128GB 8GB RAM","20 MP, f/2.0, 0.9µm","64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM",Android 9.0 (Pie); MIUI 10,"$ 199.00,$ 219.97,$ 189.79,$ 244.00,$ 244.88,$ 269.00,$ 230.99,$ 379.99,₹ 17,999","64 MP, f/1.9, 26mm (wide), 1/1.7"", 0.8µm, PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4"", 1.12µm,
2 MP, f/2.4, 1/5"", 1.75µm (dedicated macro camera),
2 MP, f/2.4, 1/5"", 1.75µm, depth sensor","2019, August","6.53 inches, 104.7 cm, (~84.9% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","IPS LCD capacitive touchscreen, 16M colors","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Xiaomi Redmi Note 8 Pro
